title,realisateur,acteur,annee,duree,code_barre,info,dewey,date_acquis,date_hors_circu,ref,ref_adav,resume,tags
"Gran Torino","Clint Eastwood","Clint Eastwood, Bee Vang, Ahney Her","2008","115'","5000000003679","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	anglais, français, néerlandais
Bonus 	Documentai","Aventure/Action","2009-12-20T00:00:00.000Z",,500367,117501,"Walt Kowalski est un ancien de la guerre de Corée, un homme inflexible, amer et pétri de préjugés surannés. Après des années de travail à la chaîne, il vit replié sur lui-même, occupant ses journées à bricoler, traînasser et siroter des bières. Avant de m",
"La journée de la jupe","Jean-Paul Lilienfeld","Isabelle Adjani, Denis Podalydès, Yann Collette","2009","88","5000000003686","NULL","Comédie dramatique","2009-12-20T00:00:00.000Z",,500368,120134,"Sonia Bergerac est professeur de français dans un collège de banlieue difficile. Elle vit difficilement la dureté quotidienne des relations avec ses élèves, et est d'autant plus fragilisée par le départ de son mari.

Lors d'une répétition théâtrale avec",
"La première étoile","Lucien Jean-Baptiste","Lucien Jean-Baptiste, Anne Consigny, Firmine Richard","2009","90","5000000003693","NULL","Comédie","2009-12-20T00:00:00.000Z",,500369,119070,"Jean-Gabriel, marié et père de trois enfants, vit de petits boulots et passe son temps au bar PMU du coin. Un jour, pour faire plaisir à sa fille, il promet un peu vite à toute la famille de les emmener en vacances au ski. Seul problème : cette fois-ci, s",
"Les seigneurs de la guerre","Peter Chan","Jet Li, Andy Lau, Takeshi Kaneshiro","2009","110'","5000000003709","NULL","Historique/Guerre","2009-12-20T00:00:00.000Z",,500370,118390,"Un militaire, un homme d'honneur, un idéaliste. Trois hommes que le hasard réunit se jurent fidélité et allégeance. Désormais, ils seront frères de sang, à la tête d'une armée de bandits dont ils feront leurs soldats. Ensemble, ces seigneurs de la guerre",
"Sur la route de madison","Clint Eastwood","Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak","1995","129","5000000003716","NULL","Aventure/Action","2009-12-20T00:00:00.000Z",,500371,22085,"La vie de Francesca, femme discrète et effacée, se réduit aux tâches ménagères de la ferme. Alors que son mari et ses enfants sont partis pour quatre jours, elle fait la rencontre inattendue de Robert Kincaid, photographe de passage. Leur relation, faite",
"Valse avec bachir","Ari Folman","NULL","2009","86","5000000003723","NULL","Animation","2009-12-20T00:00:00.000Z",,500372,113312,"Valse avec Bachir est un film autobiographique. Ari Folman, metteur en scène israélien, a rendez-vous en pleine nuit dans un bar avec un ami en proie à des cauchemars récurrents, au cours desquels il se retrouve systématiquement pourchassé par une meute d",
"Walkyrie","Bryan Singer","Tom Cruise, Houten Carice Van, Bill Nighy","2009","116","5000000003730","NULL","Historique/Guerre","2009-12-20T00:00:00.000Z",,500373,119148,"S'il a toujours été un fidèle serviteur de son pays, le colonel Claus von Stauffenberg s'inquiète de voir Hitler précipiter l'Allemagne et l'Europe dans le chaos. Comprenant que le temps presse, il décide de passer à l'offensive : en 1942, il tente de con",
"L'Etrange histoire de Benjamin Button","David Fincher","Brad Pitt, Cate Blanchett, Julia Ormond","2009","155","5000000003747","NULL","Comédie dramatique","2009-12-20T00:00:00.000Z",,500374,117796,"Curieux destin que le mien... Ainsi commence l'étrange histoire de Benjamin Button, cet homme qui naquit à 80 ans et vécut sa vie à l'envers, sans pouvoir arrêter le cours du temps. Situé à La Nouvelle-Orléans et adapté d'une nouvelle de F. Scott Fitzge",
"ANGES & DEMONS","HOWARD Ron","Tom Hanks, Ewan Mcgregor, Stellan Skarsgard, Ayelet Zurer, Armin Mueller-Stahl","2009","140'","5000000003754","DVD-9
Codage 	PAL
Format vidéo 2.40, 16/9 compatible 4/3
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres 	anglais, français, néerlandais, arabe
Bonus 	Bandes-annonces.","Policier/Suspense","2010-09-28T00:00:00.000Z",,500375,119976," 	Le célèbre expert en religions enquête pour déjouer le plan des Illuminati, qui menacent le Vatican Une course contre la montre montée comme un jeu de piste, du rythme, mais peu de subtilité",
"ARRETE DE PLEURER PENELOPE !","CARRIAU Emmanuel","Christine Anglio, Juliette Arnaud, Corinne Puget","2004","90'","5000000003761","DVD-9
Codage 	PAL
Format vidéo 1.85:1, 16/9 compatible 4/3
Format audio Dolby Digital 2.0
Langues français","Théatre","2010-09-28T00:00:00.000Z",,500376,61434,"Une comédie qui raconte la soirée agitée de trois copines réunies à loccasion de lenterrement de vie de jeune fille de Lola, qui ne viendra jamais Féroce et tonique !
",
"AUTRES (LES )","AMENABAR Alejandro","Nicole Kidman, Fionnula Flanagan, Christopher Eccleston","2001","105'","5000000003778","DVD-9
Codage 	PAL
Format vidéo 1.85:1,
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres français","Fantastique/Horreur","2010-09-28T00:00:00.000Z",,500377,83515,"Une femme cloître ses deux enfants dans un manoir isolé sur l'île de Jersey Un film fantastique classique, mais relevé par une interprétation fascinante de N.Kidman",
"BIENVENUE CHEZ LES CH'TIS","BOON Dany","Kad Merad, Dany Boon, Zoé Felix, Philippe Duquesne, Line Renaud, Michel Galabru","2008","106'","5000000003785","Standard DVD-9
Codage 	PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 2.0, Dolby Digital 5.1
Langues français
Sous-titres anglais
Bonus Sous-titres français pour sourds","Comédie","2010-09-28T00:00:00.000Z",,500378,112577," 	Le film monstre de l'année, celui de tous les records, si vous voulez revoir les scènes les plus cultes en boucle, par exemple Galabru, ou encore la trombe d'eau, ne boudez pas votre plaisir !",
"BRENDAN ET LE SECRET DE KELLS","Tomm Moore, Nora Twomey","NULL","2009","75'","5000000003792","Standard  DVD-9
Codage 	PAL
Langues breton, français
Bonus 	Sous-titres français pour sourds et malentendants ; contient des jeux interactifs, des coloriages à imprimer, interviews de Tomm Moore, F","Animation","2010-09-28T00:00:00.000Z",,500379,117995,"Un récit d'apprentissage au graphisme luxuriant inspiré des enluminures celtes du livre de Kells  Une épopée cocasse, originale et virevoltante sans temps mort Et une version en breton !",
"ALICE AU PAYS DES MERVEILLES","Tim Burton","Johnny Depp, Mia Wasikowska, Helena Bonham-Carter, Matt Lucas","2009","109'","5000000003938","NULL","Animation","2011-01-23T00:00:00.000Z",,500393,130335,"Une relecture gothique et mélancolique du conte, mêlant personnages réels et animation 3D, où, encore une fois, Tim Burton fait des merveilles Un enchantement visuel pour petits et grands",
"BURN AFTER READING","Joel Coen, Ethan Coen","George Clooney, Brad Pitt, Frances Mcdormand, John Malkovich, Tilda Swinton","2008","95'","5000000003808","Standard  DVD-9
Codage 	PAL
Format vidéo 1.85:1, 16/9 compatible 4/3
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres français","Comédie","2010-09-28T00:00:00.000Z",,500380,116001,"Deux employés d'une salle de sport découvrent un CD contenant les mémoires d'un ex-agent de la CIA Débute une aventure loufoque, concoctée avec talent par les frères Coen
",
"GOOD MORNING ENGLAND","CURTIS Richard","Philip Seymour Hoffman, Bill Nighy, Rhys Ifans, Emma Thompson, Nick Frost, Kenneth Branagh","2009","135'","5000000003815","Standard DVD-9
Codage PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres français","Musical","2010-09-28T00:00:00.000Z",,500381,119827,"L'histoire de Radio Rock, une radio pirate des années 60 qui émet depuis un bateau en mer du Nord, animée par des DJ's déjantés Une comédie épatante et irrésistible, qui donne envie de swinger !",
"HOMME QUI PLANTAIT DES ARBRES (L')","BACK Frédéric","NULL","1987","30'","5000000003822","Standard  DVD-9
Codage 	PAL
Format vidéo 1.33, 4/3
Format audio Dolby Digital 2.0
Langues anglais, français
Sous-titres anglais, français
Bonus 	Menus interactifs, festivals et prix, galerie de","Animation","2010-09-28T00:00:00.000Z",,500382,43891,"Cet hymne écologique et lyrique est superbe : il a fait pousser des forêts entières au Québec, où les enfants imitent le héros de l'histoire
",
"SLUMDOG MILLIONAIRE","Danny Boyle, Loveleen Tandan","Dev Patel, Mia Drake, Freida Pinto, Anil Kapoor, Irfan Khan, Midhal Mittal","2008","120'","5000000003839","Standard  DVD-9
Codage 	PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres français
Bonus Commentaire audio de Danny Boyle et Dev P","Comédie dramatique","2010-09-28T00:00:00.000Z",,500383,117495,"Un jeune orphelin de 18 ans est sur le point de gagner une somme colossale à un jeu télévisé lorsqu'il est arrêté par la police Une caméra survoltée, une profusion de couleurs, de sons et de douleurs",
"TUDORS (Saison 1) (THE )","Steve Shill, Ciaran Donnelly, Brian Kirk","Jonathan Rhys Meyers, Sam Neill, Maria Doyle Kennedy, Natalie Dormer, Jeremy Northam","2007","420'","5000000003846","Standard DVD-9
Codage 	PAL
Format vidéo 1.78, 16/9 compatible 4/3
Format audio 	
Langues anglais, français
Sous-titres anglais, français
Bonus 	Contient l'intégrale de la saison 1 ; onze intervi","Historique/Guerre","2010-09-28T00:00:00.000Z",,500384,104585,"XVIe siècle en Angleterre : la vie tourmentée et scandaleuse du jeune Henry VIII au début de son règne, de ses relations tumultueuses avec les femmes à ses alliances politiques 10 épisodes.
",
"UN MARIAGE DE REVE","ELLIOTT Stephan"," 	Jessica Biel, Ben Barnes, Kristin Scott Thomas, Colin Firth, Kimberley Nixon, Katherine Parkinson","2008","96'","5000000003853","Standard DVD-9
Codage 	PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 2.0, Dolby Digital 5.1
Langues anglais, français
Sous-titres français
Bonus Entretien avec Stephan","Comédie","2010-09-28T00:00:00.000Z",,500385,121269,"Années 30. Un jeune Anglais de bonne famille épouse une jeune Américaine qu'il ramène dans le manoir de ses parents Très vite, c'est la guerre entre la bru et la marâtre Pétulant et pétillant",
"OSS 117 - Rio ne répond plus","HAZANAVICIUS Michel","Jean Dujardin, Louise Monot, Alex Lutz, Rüdiger Vogler","2008","100'","5000000003860","Standard DVD-9
Codage PAL
Langues français
Bonus 	Commentaire audio du réalisateur et de Jean Dujardin, making of Oss 117, cavalcade à Rio (25'), bêtisier (11'), scènes coupées avec introduction","Aventure/Action","2010-09-29T00:00:00.000Z",,500386,119980," 	OSS 117 est de retour pour une nouvelle mission à l'autre bout du monde Une nouvelle aventure irrésistible et toujours aussi hilarante Un petit bijou d'impertinence qui excelle dans le comique !",
"CLEAN","ASSAYAS Olivier","Maggie Cheung, Nick Nolte, Béatrice Dalle, Jeanne Balibar, Don McKellar, Martha Henry","2003","110'","5000000003877","Standard  DVD-9
Codage PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 5.1, DTS 5.1
Langues anglais, français
Sous-titres français
Bonus 	Concerts live de Tricky et Metri","Comédie dramatique","2010-09-29T00:00:00.000Z",,500387,61276,"Pour récupérer son fils en garde chez ses grands-parents, Emily doit décrocher de la drogue Magnifique portrait de femme sous dépendance et sur fond d'ambiance rock et urbaine",
"CORALINE","SELICK Henry","NULL","2009","96'","5000000003884","Standard DVD-9
Codage PAL
Format vidéo 1.85:1, 16/9 compatible 4/3
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres anglais, français
Bonus 	Contient le film en version 2D et","Animation","2010-09-29T00:00:00.000Z",,500388,119226,"Coraline découvre une porte secrète dans sa maison et entre dans un monde où sa vie est identique, mais en mieux Une perle de l'animation, sur les fantasmes et les angoisses de l'enfance",
"INGLOURIOUS BASTERDS","TARANTINO Quentin","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Diane Kruger, Michael Fassbender","2009","153'","5000000003891","Standard DVD-9
Codage PAL
Format vidéo 1.77, 16/9 compatible 4/3
Langues anglais, français
Sous-titres français
Bonus Scènes alternatives, la fierté de la nation, bandes-annonces.","Historique/Guerre","2010-09-29T00:00:00.000Z",,500389,123100,"Dans la France occupée de 1940, un groupe de soldats Juifs américains, les bâtards, mène des actions punitives sanglantes contre les nazis Un film maîtrisé, jubilatoire, à l'humour décoiffant",
"INVICTUS","EASTWOOD Clint","Matt Damon, Morgan Freeman, Tony Kgoroge, Patrick Mofokeng, Matt Stern","2009","133'","5000000003907","Standard DVD-9
Codage PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 5.1
Langues anglais, français
Sous-titres néerlandais, anglais, français
Bonus L'Entraînement de Ma","Comédie dramatique","2010-09-29T00:00:00.000Z",,500390,128177,"Eastwood nous offre un film humaniste plein de bons sentiments autour du rugby comme élément de réconciliation dans une Afrique du sud post-apartheid Essai transformé",
"TWILIGHT - Chapitre I : Fascination","HARDWICKE Catherine","Kristen Stewart, Robert Pattinson, Billy Burke, Nikki Reed","2008","117'","5000000003914","Standard DVD-9
Codage PAL
Format vidéo 2,35:1, 16/9 compatible 4/3
Format audio Dolby Digital 2.0, Dolby Digital 5.1
Langues anglais, français
Sous-titres français
Bonus Commentaire audio de Cat","Fantastique/Horreur","2010-09-29T00:00:00.000Z",,500391,117548,"Nouvellement arrivée dans une petite ville pluvieuse de nord des Etats-Unis, la jeune Isabella tombe amoureuse de l'étrange Edward Cullen Film de vampires pour teenagers, plaisant et réussi
",
"INLAND EMPIRE","LYNCH David","Laura Dern, Justin Theroux, Jeremy Irons","2006","176'","5000000003921","Standard DVD-9
Codage 	PAL
Format vidéo 1.85:1, 16/9 compatible 4/3
Format audio Dolby Digital 2.0, Dolby Digital 5.1
Langues anglais, français
Sous-titres français
Bonus 	Chapitrage spécial Ly","Comédie dramatique","2010-09-30T00:00:00.000Z",,500392,117682,"L'inénarrable (chef-d'?)uvre expérimentale de D.Lynch, résumée par lui : Une histoire de mystère. Au cur de ce mystère, une femme amoureuse et en pleine tourmente. A prendre ou à laisser !",
"ARNACUR","Pascal Chaumeil","Romain Duris, Vanessa Paradis, Julie Ferrier, François Damiens, Helena Noguerra, Andrew Lincoln","2010","105'","5000000003945","NULL","Comédie","2011-01-23T00:00:00.000Z",,500394,131559,"	Votre fille sort avec un sale type ? Votre sur s'est enlisée dans une relation destructrice ? Il existe une solution radicale : Alex, briseur de couple professionnel Comédie romantique charmante et drôle
",
"DIRTY DANCING","Emile Ardolino","Patrick Swayze, Jennifer Grey, Jerry Orbach, Cynthia Rhodes, Jane Brucker, Jack Weston","1987","105'","5000000003952","NULL","Musical","2011-01-23T00:00:00.000Z",,500395,94623,"Chorégraphies torrides, amours adolescentes, un soupçon de critique sociale et une fin démagogique Mais seuls les corps sont filmés avec ferveur
",
"ASCENSEUR POUR L'ECHAFAUD","Louis Malle","	Maurice Ronet, Jeanne Moreau, Georges Poujouly","1957","92'","5000000003969","NULL","Policier/Suspense","2011-01-23T00:00:00.000Z",,500396,67349,"Premier long métrage de Louis Malle Un film policier mythique, au suspense diaboliquement orchestré, qui va au-delà des poncifs du genre Superbe ! (Prix Louis-Delluc 1957).",
"AVATAR","James Cameron","	Sam Worthington, Zoé Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi","2009","161'","5000000003976","NULL","Science Fiction","2011-01-23T00:00:00.000Z",,500397,126825,"Un ancien marine paraplégique est recruté pour une mission qui requiert des avatars Un jalon dans l'histoire du cinéma sur fond de discours écologique et humaniste sublimé par la beauté des images",
"CHUTE DU FAUCON NOIR (LA )","Ridley Scott","Josh Hartnett, Ewan Mcgregor, Tom Sizemore","2001","144'","5000000003983","NULL","Historique/Guerre","2011-01-23T00:00:00.000Z",,500398,40540,"Somalie, 1993 : l'opération humanitaire américaine Restore hope tourne au désastre Un bel exercice visuel dans l'art de filmer la guerre, qui occulte complètement le sujet",
"COURTS ET CULTES","	Jérôme Lefdup, Grimur Hakonarson, Guido Thys, S.","NULL","1990","NULL","5000000003990","NULL","Aventure/Action","2011-01-23T00:00:00.000Z",,500399,114515,"Le meilleur du court métrage en douze films : Les songes d'Edmée, Wrestling, Tanghi argentini, Ensuite ils ont vieilli, French kiss, La légion étrange, 15, Je m'appelle, Le goût du couscous, Alone. Life wastes Andy Hardy, Viejo pascue",
"GAINSBOURG","Joann Sfar","Eric Elmosnino, Lucy Gordon, Olivier Daviaud, Lætitia Casta, Doug Jones, Anna Mouglalis, Philippe Katerine","2009","130'","5000000004003","NULL","Comédie dramatique","2011-01-23T00:00:00.000Z",,500400,127113,"	La vie de Gainsbourg, du jeune Lucien Ginsburg dans le Paris occupé des années 1940, jusqu'au célèbre poète, compositeur et chanteur Captivant, ludique, inventif, une vision personnelle",
"HARRY POTTER et le prince de sang mêlé","David Yates","	Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon","2009","152'","5000000004010","NULL","Science Fiction","2011-01-23T00:00:00.000Z",,500401,121029,"Alors que le combat final entre Voldemor et Harry est imminent, le jeune sorcier poursuit sa formation Une parfaite adaptation du roman, plus violente et plus noire que les précédentes
",
"INCEPTION","Christopher Nolan","Leonardo Di Caprio, Marion Cotillard, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Cillian Murphy, Ken Watanabe","2010","	148'","5000000004027","NULL","Science Fiction","2011-01-23T00:00:00.000Z",,500402,135505,"Maître dans l'art de s'approprier les secrets, Cobb doit implanter une idée dans l'esprit d'un homme d'affaire Un voyage tortueux dans l'univers des rêves visuellement époustouflant
",
"INDIANA JONES ET LE ROYAUME DU CRANE DE CRYSTAL","Steven Spielberg","Harrison Ford, Shia Labeouf, Cate Blanchett, Karen Allen, Ray Winstone","2008","122'","5000000004034","NULL","Aventure/Action","2011-01-23T00:00:00.000Z",,500403,107762,"Indiana Jones reprend du service et part en quête d'une relique mystérieuse qui suscite autant de fascination que de craintes Nouvel opus, rythmé et nerveux, pour une résurrection qui s'avère honorable
",
